"","pos","id","rodent","centre","tumour","slice_adc","pc_necrosis","total_cellularity","total_cellularity2","total_area","training.set","test.set","condition","group","n.adc","pi.adcgtpw","adc.mean","adc.median","adc.sd","adc.skewness","adc.kurtosis","adc.cutoff.N_BE","adc.cutoff.CT_GA","adc.cutoff.CT_NO","adc.cutoff.CV_GA","adc.cutoff.CV_NO","adc.cutoff.N_NO","adc.cutoffN","adc.cutoffCT","adc.cutoffCV","SHASH.mu","SHASH.sigma","SHASH.nu","SHASH.tau","missing","missing.A","missing.B","missing.C","missing.D","missing.E","missing.reason"
"CIMH69445|95475|2",105,"CIMH69445|95475|2","CIMH69445","Cam","K8484",9,42.6291,4357.2628,5832.3013,45.9259,TRUE,FALSE,"K8484","Untreated",409,0,0.00119981906532753,0.00105099997018,0.000409716174249927,1.06608753767471,3.60664965883008,-0.752423790489486,-3.81649057870658,-3.81649057870658,-2.32483570192887,-2.27604553775943,-2.10169215061466,0.122249388753056,0.0220048899755501,0.102689486552567,0.00106764072222777,-6.90258918136314,1.45074519418093,0.351788566840743,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69457|95397|1",106,"CIMH69457|95397|1","CIMH69457","Cam","K8484",5,33.963,4925.9061,6219.124,69.4104,TRUE,FALSE,"K8484","Untreated",707,0.0125698324022346,0.00132971286865568,0.00101000000723,0.000669222007149368,1.02764724014848,2.6894363955497,-0.628066507064286,-1.75700962116332,-1.71684357943798,-1.42523222884631,-1.41936710939391,-1.36807381500636,0.254596888260255,0.17963224893918,0.241867043847242,0.00106626093970532,-5.74143508255349,2.40589365580819,0.929513386588946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69457|95397|2",107,"CIMH69457|95397|2","CIMH69457","Cam","K8484",3,29.3226,4562.9393,5497.2561,51.2187,TRUE,FALSE,"K8484","Untreated",563,0,0.00120497335449067,0.00114399997983,0.00034451837019462,0.742200576868316,2.87258564713555,-0.796219365699759,-5.23466733947158,-5.23466733947158,-2.6956934684133,-2.61970756143538,-2.36298771458757,0.0941385435168739,0.00532859680284192,0.0728241563055062,0.00112300849301313,-6.68807137696541,1.56919644439046,0.758295814238766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"CIMH69457|95398|1",108,"CIMH69457|95398|1","CIMH69457","Cam","K8484",NA,20.729,5340.931,5950.839,78.6945,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"CIMH69457|95398|2",109,"CIMH69457|95398|2","CIMH69457","Cam","K8484",NA,10.4322,5918.3358,6090.6446,39.8441,TRUE,FALSE,"K8484","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"IN013M_11|19212|1",110,"IN013M_11|19212|1","IN013M_11","INSERM","013Msc",NA,47.7659,7901.2749,11066.24,102.10859,TRUE,FALSE,"013Msc","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"IN013M_12|19213|1",111,"IN013M_12|19213|1","IN013M_12","INSERM","013Msc",3,64.7699,6400.5736,10213.5166,50.92245,TRUE,FALSE,"013Msc","Untreated",538,0,0.000648351356652859,0.000579029991058633,0.000272043665325001,1.82685474290095,6.78747222528993,-3.02140002030257,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-5.18924627149367,0.00557620817843866,1e-04,1e-04,0.000574234001591056,-8.58237547775449,0.338450501721135,-0.460056768091377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_14|19214|1",112,"IN013M_14|19214|1","IN013M_14","INSERM","013Msc",3,55.9882,8168.5162,10686.8689,39.76121,TRUE,FALSE,"013Msc","Untreated",474,0,0.000611910084287051,0.000516245025210083,0.000243934735923368,1.49327828734142,4.5277212402563,-4.20041910861358,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000530875647677927,-7.28887734129596,1.84809653099595,0.372318207914459,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_15|18887|1",113,"IN013M_15|18887|1","IN013M_15","INSERM","013Msc",NA,30.1178,8170.6279,9044.8974,77.1402,TRUE,FALSE,"013Msc","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"IN013M_17|18888|1",114,"IN013M_17|18888|1","IN013M_17","INSERM","013Msc",2,37.8054,8115.4713,9685.6235,75.93962,TRUE,FALSE,"013Msc","Untreated",654,0,0.000595577767856465,0.00052479500300251,0.000221019529844,1.82270160771783,6.26223745795618,-4.27202573945955,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000526493035853318,-8.96733467869793,0.342063863025338,-0.566156523017973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_18|19215|1",115,"IN013M_18|19215|1","IN013M_18","INSERM","013Msc",2,65.478,4433.9173,11006.9233,45.7479,TRUE,FALSE,"013Msc","Untreated",297,0,0.000604485084090275,0.0005955999949947,0.00011394195100937,0.951910091976191,5.15418725135566,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000593513836811308,-9.56039725892462,-0.147219660571128,-0.39423723975228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_2|18881|1",116,"IN013M_2|18881|1","IN013M_2","INSERM","013Msc",3,36.8788,8149.9064,9401.0527,42.69981,TRUE,FALSE,"013Msc","Untreated",415,0,0.000784450988649918,0.000737980008125305,0.00022414079009115,3.21223906573382,17.6589370908644,-3.60351960516278,-6.0282785202307,-6.0282785202307,-4.23651905100264,-4.23651905100264,-4.23651905100264,0.0144578313253012,0.00240963855421687,0.0144578313253012,0.00073550506957659,-9.29880069242908,0.00436625112747634,-0.657056151228578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_20|19217|1",117,"IN013M_20|19217|1","IN013M_20","INSERM","013Msc",2,49.8368,6519.5024,10057.1798,38.21048,TRUE,FALSE,"013Msc","Untreated",268,0,0.000596331677455177,0.000592575001064688,8.03329546654921e-05,0.350284768225721,3.12309864572618,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000591109098137074,-9.58678323624462,-0.0152368112243014,-0.175058585148844,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_21|19218|1",118,"IN013M_21|19218|1","IN013M_21","INSERM","013Msc",1,57.7733,6551.3712,11393.2214,44.94658,TRUE,FALSE,"013Msc","Untreated",299,0,0.000430799063626462,0.000400249991798773,0.000140206303693813,1.40423012062968,5.67021422584857,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.0003999861584181,-9.4285106443094,0.00510188374247988,-0.503150830081098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_24|18889|1",119,"IN013M_24|18889|1","IN013M_24","INSERM","013Msc",2,21.3632,8193.3913,8990.605,46.73852,TRUE,FALSE,"013Msc","Untreated",251,0,0.000506405179102189,0.00047120000817813,0.000147760107475011,2.11991677497086,9.06185930256636,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000471603024859234,-9.67199852622745,-0.057131893177738,-0.646868194288666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_25|19220|1",120,"IN013M_25|19220|1","IN013M_25","INSERM","013Msc",3,54.6307,7447.1889,10773.8533,87.01599,TRUE,FALSE,"013Msc","Untreated",455,0,0.000654541626943603,0.000631190021522343,0.000166947661226962,1.41216973016482,7.16738027200656,-5.01506989116412,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000623052950899694,-8.82135214810755,0.242828847046251,-0.262165683875925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_30|18890|1",121,"IN013M_30|18890|1","IN013M_30","INSERM","013Msc",1,20.0107,8589.3958,9317.9911,51.86498,TRUE,FALSE,"013Msc","Untreated",475,0,0.000418987557916951,0.000413000001572073,8.38244765652051e-05,1.6719353751151,10.5428578955183,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000410875580400882,-10.1127847152702,-0.26182379098098,-0.508641688542826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_43|20699|2",122,"IN013M_43|20699|2","IN013M_43","INSERM","013Msc",2,40.6638,8578.4933,10304.4248,31.60531,TRUE,FALSE,"013Msc","Untreated",272,0,0.000750529671623714,0.000722734985174611,0.000186008013979091,0.814252669852276,3.64113112614575,-4.49609909093373,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000717612399051141,-8.41055156145226,0.431730842504281,-0.0640908607863958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_48|20701|1",123,"IN013M_48|20701|1","IN013M_48","INSERM","013Msc",NA,44.3649,7997.6169,9683.3788,71.57323,TRUE,FALSE,"013Msc","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A"
"IN013M_52|20703|1",124,"IN013M_52|20703|1","IN013M_52","INSERM","013Msc",3,39.8312,7569.7071,8775.6147,68.71577,TRUE,FALSE,"013Msc","Untreated",677,0,0.000832002215110457,0.000743119977414608,0.000301185061858379,1.67230151531145,6.04392700173211,-2.38666821020459,-6.51767127291227,-6.51767127291227,-4.32044669557606,-4.32044669557606,-4.1197760001139,0.0162481536189069,0.00147710487444609,0.0132939438700148,0.000747023519279806,-8.71188604383148,0.157956350608924,-0.567088474150262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013M_8|19210|2",125,"IN013M_8|19210|2","IN013M_8","INSERM","013Msc",NA,NA,7870.4448,NA,32.16451,TRUE,FALSE,"013Msc","Untreated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"A+E"
"IN013Mortho_01|26543|1",126,"IN013Mortho_01|26543|1","IN013Mortho_01","INSERM","013Mortho",1,57.722,6724.1822,9498.6605,52.21638,TRUE,FALSE,"013Mortho","Untreated",434,0,0.00065468705010741,0.000604505010414869,0.000237654114926617,1.12315959782601,4.60495480688502,-4.11087386417331,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000606645500562486,-8.43889681554778,0.288215676319053,-0.258714245114904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_07|26546|1",127,"IN013Mortho_07|26546|1","IN013Mortho_07","INSERM","013Mortho",4,44.6451,5853.2661,9257.6208,32.68898,TRUE,FALSE,"013Mortho","Untreated",281,0,0.000505514946541238,0.000470930011942983,0.000168203982287856,0.934334776698567,4.08760030758024,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000477993889233777,-9.02609182869228,0.0291897855162832,-0.36036929917262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_09|26120|1",128,"IN013Mortho_09|26120|1","IN013Mortho_09","INSERM","013Mortho",3,43.0868,7671.7748,10013.5326,129.76121,TRUE,FALSE,"013Mortho","Untreated",956,0,0.000639275136053884,0.00058128999080509,0.000223114416620009,1.64910494169426,6.63969760960833,-3.8458832029236,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000583214943078793,-8.9596289734592,0.0945013348170458,-0.519426936778695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_10|26121|2",129,"IN013Mortho_10|26121|2","IN013Mortho_10","INSERM","013Mortho",4,29.4615,8078.3562,9886.4485,39.44316,TRUE,FALSE,"013Mortho","Untreated",427,0,0.000879793089714427,0.000858900020830333,0.000350343824493575,0.429864317826058,2.40675569827707,-1.83054549426321,-9.21034037197618,-9.21034037197618,-5.36363683266868,-5.36363683266868,-4.67048965210873,0.00936768149882904,1e-04,0.00468384074941452,0.000824695700830885,-6.58745433825204,1.4489165799273,0.948072693692738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_12|29159|1",130,"IN013Mortho_12|29159|1","IN013Mortho_12","INSERM","013Mortho",6,24.1793,6566.7891,7436.3677,116.07074,TRUE,FALSE,"013Mortho","Untreated",1131,0,0.000624077656873684,0.000586849986575544,0.00019046252861154,1.41503763600505,6.16309829966928,-4.94431741305861,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000587028119152986,-8.98284116023737,0.0651803478535763,-0.429057787501171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_13|29139|1",131,"IN013Mortho_13|29139|1","IN013Mortho_13","INSERM","013Mortho",7,42.7977,6825.1954,8363.9733,60.9544,TRUE,FALSE,"013Mortho","Untreated",677,0,0.000690652215912229,0.000641030026599765,0.000261855868138007,0.911179526225579,4.01786070297448,-3.60035177660634,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000642098530384867,-8.77040253052398,-0.077832746519578,-0.462383883614535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_23|29161|1",132,"IN013Mortho_23|29161|1","IN013Mortho_23","INSERM","013Mortho",4,36.2618,7246.8266,8305.1103,49.91059,TRUE,FALSE,"013Mortho","Untreated",537,0,0.000624244321046941,0.000582119973842055,0.000237842093838567,1.33849877775032,5.69286330847408,-4.07187170637004,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-6.28599809450886,0.00186219739292365,1e-04,1e-04,0.000578743139894611,-8.98098031598498,-0.0941863673551446,-0.528171692278959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_30|29059|3",133,"IN013Mortho_30|29059|3","IN013Mortho_30","INSERM","013Mortho",4,53.6088,6166.7578,8990.8421,60.12977,TRUE,FALSE,"013Mortho","Untreated",509,0,0.000833744105448615,0.000768040015827864,0.000310420414173226,1.04322827372712,4.17203908405042,-2.48917104857446,-9.21034037197618,-9.21034037197618,-5.13383572788241,-4.84615365543063,-4.28653786749521,0.0137524557956778,1e-04,0.00785854616895874,0.00077212231967742,-8.19005000046373,0.261832345637877,-0.265535760084879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"IN013Mortho_35|29085|1",134,"IN013Mortho_35|29085|1","IN013Mortho_35","INSERM","013Mortho",1,38.0125,7289.9421,8462.681,73.3356,TRUE,FALSE,"013Mortho","Untreated",682,0,0.000699344693272219,0.000561415014090016,0.00036987435987757,1.73364079966593,5.50993111302498,-2.30258509299405,-5.83188247728352,-5.83188247728352,-4.22244456484942,-4.04012300805546,-3.81697945674125,0.0219941348973607,0.00293255131964809,0.0175953079178886,0.000567969344934664,-8.87120797498314,0.115402238455166,-0.742780504164559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"INcetux1_35|19843|1",135,"INcetux1_35|19843|1","INcetux1_35","INSERM","cetux1",3,13.428,9569.3032,10251.1469,51.30877,TRUE,FALSE,"cetux1","Untreated",474,0,0.000364855252725651,0.000357005003024824,0.000101057236778112,0.397252565617319,3.75575504840386,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000358854063553934,-9.37578137459538,-0.0364385102330759,-0.18044562392415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"INcetux1_37|19844|1",136,"INcetux1_37|19844|1","INcetux1_37","INSERM","cetux1",3,19.6971,9645.6393,10506.2488,52.07004,TRUE,FALSE,"cetux1","Untreated",568,0,0.000406915440359792,0.000397074996726587,0.000102720082930703,0.582845488935509,3.9815158651168,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000398003261903924,-9.39200008202942,-0.0151404818063372,-0.227774140309215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"INcetux1_46|19846|1",137,"INcetux1_46|19846|1","INcetux1_46","INSERM","cetux1",3,27.8961,8955.8732,9895.5412,55.61819,TRUE,FALSE,"cetux1","Untreated",498,0,0.000857392049160315,0.000845375005155802,0.000158359497102589,1.28347492510872,7.85234119103408,-4.25053397873921,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-6.21060007702465,0.00200803212851406,1e-04,1e-04,0.000843293898417092,-9.31286157815679,-0.193610529361997,-0.428011795405471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"INcetux1_49|19847|1",138,"INcetux1_49|19847|1","INcetux1_49","INSERM","cetux1",3,16.4263,10931.8131,11912.8702,52.38738,TRUE,FALSE,"cetux1","Untreated",397,0,0.00050381539054907,0.000503970019053668,9.23618261769233e-05,0.226487133524523,3.27398732752626,-11.5129154649202,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000500257615042281,-9.37106725028799,-0.00318224168422368,-0.0986328221046019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"INcetux1_51|19849|1",139,"INcetux1_51|19849|1","INcetux1_51","INSERM","cetux1",3,24.9649,9982.4636,10927.5102,61.58786,TRUE,FALSE,"cetux1","Untreated",614,0,0.000681641253476647,0.000656655000057071,0.000183332437777442,0.843757654435082,4.74374893073818,-5.02716459604747,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,-9.21034037197618,1e-04,1e-04,1e-04,0.000659680729444326,-8.81424876348429,0.0399903900178338,-0.258124590177396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"UMH011873|JOC8_11_873|1",140,"UMH011873|JOC8_11_873|1","UMH011873","Man","HCT116",10,20.3436,9015.2585,9714.4506,59.86894,TRUE,FALSE,"HCT116","Untreated",1834,0,0.000722936509879961,0.000694720249157399,0.000225662729746685,2.16580642695049,13.5582883645941,-3.82919865479273,-6.82110747225646,-6.4156423641483,-5.21166955982236,-5.21166955982236,-4.94930529535487,0.00708833151581243,0.00163576881134133,0.0054525627044711,0.000693829441541958,-9.16322674557123,-0.215106369390181,-0.548930072317116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"UMH012311|JOC8_12_311|1",141,"UMH012311|JOC8_12_311|1","UMH012311","Man","HCT116",6,44.993,7874.7913,9171.189,38.22296,TRUE,FALSE,"HCT116","Untreated",1599,0,0.000894124862358494,0.000840005232021213,0.000299607488988484,1.25899279580973,5.77915810975613,-2.32060359849672,-6.27852142416584,-6.27852142416584,-4.2416394969048,-4.15825788796575,-3.9759363311718,0.0187617260787993,0.00187617260787993,0.0156347717323327,0.000838865687260216,-8.46510530675064,0.0731802298018534,-0.386773554492263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"UMH036598|JOC7_36_598|1",142,"UMH036598|JOC7_36_598|1","UMH036598","Man","HCT116",12,26.2009,8790.4904,9482.6985,59.44459,TRUE,FALSE,"HCT116","Untreated",1934,0.000516795865633075,0.000687660438656836,0.000648982240818441,0.00024279500931445,3.07409942219429,19.8209397830695,-3.62912944970816,-5.95790776357914,-5.62143552695793,-4.85929547491103,-4.85929547491103,-4.85929547491103,0.0077559462254395,0.00361944157187177,0.0077559462254395,0.000647603111079545,-9.31392659730482,-0.213816941353897,-0.662088730698848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
"UMH049368|JOC8_49_368|1",143,"UMH049368|JOC8_49_368|1","UMH049368","Man","HCT116",10,39.4782,8914.2226,10050.0276,48.30298,TRUE,FALSE,"HCT116","Untreated",1431,0,0.000899296770020029,0.000842542387545109,0.000316465929447594,0.984371538303708,4.09872701323852,-2.01728114294723,-7.26612877955645,-6.5729815989965,-4.43291543550023,-4.43291543550023,-4.22160634183303,0.0146750524109015,0.00139762403913347,0.0118798043326345,0.000840723583969887,-8.40344137066601,0.0597832766337882,-0.381661193011437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Not missing"
